client_id,total_ship_vol,num_shipments,app_activity,delivery_dist,fuel_consumption,reliability_score,avg_parcel_weight,years_as_client,weekend_ship_ratio,avg_delivery_time,complaints_filed,total_deliv_cost,client_retention_flag,customer_segment,region,shipping_service,vehicle_type,warehouse_id,shipment_priority,delay_risk_flag
CLI-0003097,2043.673546324323,-9.910264819088164,6.649271285313928,65.58154176560937,-11.057915389831567,990.0,4.191972837500903,1.7011084603796145,0.4430463950454643,15.701551686022604,1,214.3454671649338,0,SMALL,SOUTH,EXPRESS,TRUCK,WH-002,4,0
CLI-0003098,4295.449237716771,483.4081236903706,79.46938520910665,82.97399970286817,74.88359863850062,902.1665711321407,2.83719015011663,3.4015051103323555,0.7520013160061976,7.0166278677786655,0,1555.546510980368,1,MEDIUM,NORTH,EXPRESS,VAN,WH-003,1,0
CLI-0003099,4176.882936528055,434.769139918876,103.34284837130346,67.31162363581797,77.22951541655534,856.4561456509939,3.1015603275400965,8.338340929128687,0.7763504388728291,5.266145255242296,0,1561.0912962025525,1,MEDIUM,CENTER,ECONOMY,MOTORCYCLE,WH-002,1,0
CLI-0003100,2042.4857738749106,-14.149369363053449,6.194399812567969,62.0095496444207,-15.955958867653202,990.0,4.0793923382426955,9.26290164986504,0.8910783070469958,15.885312115283492,0,61.17776769246069,0,SMALL,SOUTH,EXPRESS,TRUCK,WH-004,1,0
CLI-0003101,4016.2230122903734,444.0013312445905,102.64226794049281,73.84733434503053,80.30135271474536,858.0375531893897,8.600140291239281,5.092452643530471,0.7225143777972238,5.310309901264091,3,1534.3688959961908,1,MEDIUM,SOUTH,ECONOMY,TRUCK,WH-004,4,0
CLI-0003102,3356.7741963250382,316.60452438288996,81.96832286438273,55.342131064772445,58.503717257782846,882.8907345840571,8.342367281890047,4.376606025199318,0.7372521565747395,8.144999080251097,0,1168.5805268354547,1,MEDIUM,NORTH,ECONOMY,MOTORCYCLE,WH-004,1,1
CLI-0003103,3618.377992797641,360.0406712669651,89.78021775381117,58.83459801632012,65.22032062673053,863.8386211837889,8.098430363159437,1.5317264540841473,0.8398626976145116,6.585363760913105,1,1278.669605501347,1,MEDIUM,NORTH,STANDARD,MOTORCYCLE,WH-001,4,0
CLI-0003104,1671.401704005179,-174.76529189989742,68.00476103753341,100.84090175364668,9.397552405816676,917.9554480781419,9.194652258326482,4.835394689647833,0.5670980939661535,7.578771216635363,1,170.3685738140427,0,LARGE,NORTH,STANDARD,VAN,WH-002,5,0
CLI-0003105,4100.8787852334035,502.85295862766867,94.49339107192483,82.95874819229013,85.57052983694332,839.8599098368152,2.156251334809741,6.472873690648722,0.7918447392369877,4.070636073061777,2,1623.453708586958,1,MEDIUM,SOUTH,ECONOMY,VAN,WH-001,3,0
CLI-0003106,2214.2822147486972,-19.183154451409973,117.89752470972991,63.58725084294254,39.17353046297286,833.4264584395302,4.629719367814981,7.656922688259588,0.8039363648942325,2.344563726915558,1,735.2209921226545,1,LARGE,CENTER,STANDARD,TRUCK,WH-002,3,1
CLI-0003107,1696.6923726293871,-127.97310894537294,-4.442167049214266,88.80575589857968,-21.020964458125,990.0,8.643167862853371,1.02903069653624,0.3845845456751487,15.382609955130832,0,-33.23718021332584,0,SMALL,SOUTH,EXPRESS,MOTORCYCLE,WH-002,4,0
CLI-0003108,2088.2233270365537,13.218541274242462,-17.72839357327319,63.136944923625954,-26.95606279452297,990.0,4.05699586954792,1.791511705770771,0.8272825640707098,15.398807466982513,0,12.151823919845626,0,SMALL,SOUTH,EXPRESS,TRUCK,WH-003,2,1
CLI-0003109,2051.934326520474,-92.23859384237666,-0.8906327142648899,80.25909098711044,-24.924080164717655,990.0,7.236109499471904,3.020918128715876,0.8803999276093216,15.91323890611639,2,-16.798681695502403,0,SMALL,SOUTH,ECONOMY,MOTORCYCLE,WH-004,2,1
CLI-0003110,2019.0929592982222,-16.0849765904591,10.03928310043612,80.85946567775363,-9.569464046581755,990.0,7.158282758569454,2.3747623459853653,0.44614025762031334,10.25351289498245,2,211.40356488862585,0,SMALL,CENTER,EXPRESS,VAN,WH-002,2,0
CLI-0003111,2100.508507781753,-25.252037481766475,7.818417079335541,79.71042376036455,-16.108562694862734,990.0,5.427467772099358,1.5237836315433422,0.3877036865506214,13.815572615487277,2,121.57628563974414,0,SMALL,SOUTH,STANDARD,TRUCK,WH-004,3,0
CLI-0003112,4051.5718919023584,502.473262143384,137.53684655429134,78.49923517575584,99.3386398170008,796.1329219569,2.2430265729284873,3.846856905911313,0.702630895929524,2.2087816677489656,1,1805.957421631727,1,MEDIUM,SOUTH,EXPRESS,VAN,WH-001,2,1
CLI-0003113,1837.240196293671,-48.733937323926085,-7.211948125213457,71.26948356038025,-28.364821791738112,990.0,6.2289689299851405,3.524933143441005,0.7350028421420908,15.033662213357855,1,-43.923720635756574,0,SMALL,CENTER,EXPRESS,MOTORCYCLE,WH-001,4,1
CLI-0003114,1583.5080711526427,-168.97006533831618,-12.420813153978196,112.77982662999038,-32.89449228148872,990.0,5.353053287894099,9.419047439661895,0.7417609364742191,12.901279681861595,2,-233.28834540852526,0,SMALL,SOUTH,STANDARD,TRUCK,WH-004,3,0
CLI-0003115,3773.2999469459464,393.51051416232497,88.17137438964473,62.227450575655595,76.52348079187888,855.6565056693947,3.8493812760591055,1.7007654487065804,0.4892708763399361,5.41228675942963,1,1487.5332093015033,1,MEDIUM,CENTER,ECONOMY,MOTORCYCLE,WH-004,4,1
CLI-0003116,2087.221873272288,-22.19079497534539,2.3680293923623488,69.74927063638361,-17.81794988867371,990.0,5.903445296776043,9.301430871208444,0.7533028272097255,16.328279398871075,2,138.23589408038816,0,SMALL,CENTER,EXPRESS,MOTORCYCLE,WH-003,2,0
CLI-0003117,2230.5761346864856,-28.596443103441125,97.528733863507,79.77726404126348,28.4678412259324,861.8289331482839,9.155199314657136,2.313521438444987,0.6812531119039469,5.521306897521673,0,557.451788176797,0,LARGE,NORTH,ECONOMY,TRUCK,WH-004,3,0
CLI-0003118,3355.5259606190507,331.0682493157013,81.4742646419468,58.09370369894651,57.081665858032615,895.6680045344723,9.82423202047664,4.770978349396848,0.8488073330935916,5.97211948943743,2,1204.931140164928,1,MEDIUM,CENTER,ECONOMY,MOTORCYCLE,WH-002,5,1
CLI-0003119,2151.845049525499,-1.799238811234335,113.42893990449147,63.04143735106537,37.05807499626914,816.8101247804486,5.122486443523352,6.391598501753869,0.9111041811184993,4.617492329037956,1,667.369906928828,1,LARGE,CENTER,EXPRESS,TRUCK,WH-003,1,1
CLI-0003120,2102.171718929425,-17.194445016718348,60.29670630371227,73.780984697467,12.822986125372116,908.1619974839645,7.165456948198603,9.157662393334872,0.7257174575034606,8.93258041413539,1,429.93442377990937,0,LARGE,CENTER,ECONOMY,MOTORCYCLE,WH-003,3,1
CLI-0003121,2100.301278700144,-21.12578736328303,142.4443970059963,79.36922464126614,48.50971461802271,767.5076675898713,4.586324997765692,9.700280964817727,0.800532629004226,2.1535851105531654,1,764.0607209311503,1,LARGE,SOUTH,ECONOMY,TRUCK,WH-001,2,1
CLI-0003122,2524.414383972329,43.36948924266779,93.12992716780512,61.562686793356704,40.43381629952342,845.0944956816065,8.436972451107945,3.151679429642627,0.9486254208788175,6.806968219958947,1,706.9610823712914,1,LARGE,SOUTH,ECONOMY,VAN,WH-002,4,1
CLI-0003123,4201.5494294733435,539.8637923910561,63.67459301392145,84.60703244734756,73.92875847658689,902.550294587851,9.294949927016503,9.686539036511393,0.444095589731,7.69752713447084,2,1538.03115394487,1,MEDIUM,NORTH,ECONOMY,VAN,WH-003,3,1
CLI-0003124,2579.5975646557185,92.55688397125375,118.83524783743168,47.654435342767,46.44754023122957,836.7725335814102,7.258962724058186,6.426810654324476,0.6486412448038764,3.505101188585197,1,858.3227639742428,1,LARGE,SOUTH,ECONOMY,MOTORCYCLE,WH-003,2,1
CLI-0003125,2226.642826867282,-13.049105581736146,133.4933553088926,66.69236143978985,50.61791392669571,783.3802399585642,8.85975999889023,6.945184422605378,0.8234099247041131,3.0086727634723798,0,742.0114021387267,1,LARGE,NORTH,ECONOMY,TRUCK,WH-001,2,1
CLI-0003126,1925.6411469387624,-75.41545062826161,-9.896510907954209,76.85377402060463,-31.919612782321074,990.0,2.162514457122163,3.3131322449806384,0.8204591874194945,14.912911990726041,3,-9.870054656051117,0,SMALL,CENTER,ECONOMY,TRUCK,WH-001,4,1
CLI-0003127,1619.2411085207136,-84.07096209014792,87.57438983971957,76.83354638168436,20.98526367993453,863.3834454432093,5.250410398614258,9.308875768346883,0.7277834240459644,6.828211269314489,0,385.4737930197792,0,LARGE,NORTH,ECONOMY,TRUCK,WH-003,5,0
CLI-0003128,3850.423278998112,379.1772549369996,115.61848080881771,55.93109736984784,74.67078719377601,828.7188431904311,7.225842072815056,4.723030318132308,0.8356435777013054,4.010386965860269,0,1455.5416872468384,1,MEDIUM,NORTH,EXPRESS,VAN,WH-004,5,1
CLI-0003129,1736.320048763287,-51.19035274018725,20.89577937206744,76.61976184074271,-8.709925850714715,990.0,3.9213560134099685,1.176014617002647,0.9641785801522366,14.933291315444702,1,119.30291440413944,0,SMALL,NORTH,EXPRESS,MOTORCYCLE,WH-003,5,0
CLI-0003130,1434.7486466271464,-129.83968818934042,0.5719705627394787,87.24512943444562,-32.197716156274645,990.0,4.467455844050654,9.621704299776546,0.8274591429652852,15.776306070076014,0,-135.0663493132699,0,SMALL,SOUTH,ECONOMY,MOTORCYCLE,WH-001,3,1
CLI-0003131,1503.523385960628,-141.85325684900823,-33.69991191580352,105.05132168763403,-38.86059540826813,990.0,4.0715609823526915,2.5683520745028625,0.7325762958171894,17.652735648640302,1,-272.387795668619,0,SMALL,SOUTH,STANDARD,VAN,WH-004,4,1
CLI-0003132,4587.253167533008,529.2176633961013,122.35487448264618,109.71229414893843,98.90561710459345,815.1160524003132,7.798133118152801,5.923455686596544,0.8069258327168581,0.812869213616306,2,1800.78440384939,1,MEDIUM,NORTH,ECONOMY,TRUCK,WH-002,1,0
CLI-0003133,4051.33164113177,446.8648898174022,112.40769723219064,76.77874084800479,84.85449428306005,811.193520894947,6.161168398499523,7.43690761189645,0.7659874550873111,4.4733951260018,1,1583.817365266536,1,MEDIUM,NORTH,ECONOMY,TRUCK,WH-003,3,1
CLI-0003134,2124.6419298367873,-50.92929717957166,85.81835587050533,75.6150272794504,22.99685686144516,868.6546147213111,9.77856390804919,6.102844104839829,0.7407635391998659,7.974405416540488,0,464.00591792035186,0,LARGE,NORTH,EXPRESS,TRUCK,WH-002,5,1
CLI-0003135,1401.9624455116377,-160.45220067068342,-5.416662505553891,96.09994054130318,-30.860283783489226,990.0,,4.726868723663187,0.6655559099954946,14.490402714195808,1,-154.7894780523585,0,SMALL,NORTH,Express,MOTORCYCLE,WH-004,3,1
CLI-0003136,4068.551961880644,429.6671810066185,93.9980277658889,70.68851291596022,80.16086813859404,872.7685026624695,5.481951085557877,4.928849048301279,0.8473220388724733,4.1890509014751895,1,1528.3964860731223,1,MEDIUM,CENTER,Express,MOTORCYCLE,WH-004,5,1
CLI-0003137,2021.8316336250946,-37.290932547141836,110.22551534771623,72.82745736812998,34.25765218067365,824.2755859589079,8.212290081773958,1.4808360349868797,0.8317294190360642,5.377514296704241,1,602.7743366038981,1,LARGE,SOUTH,EXPRESS,TRUCK,WH-004,2,0
CLI-0003138,3893.6461262809744,416.22818524324896,100.14526292954243,77.57204389413138,78.18429650310095,832.3460666752951,7.478087674225496,9.289789915502565,0.8176593679774741,4.2143879958842945,0,1502.768080990982,1,MEDIUM,CENTER,STANDARD,MOTORCYCLE,WH-001,4,0
CLI-0003139,4298.286395087238,488.83220260166183,98.67128472389895,89.06702743393171,83.65681738331183,865.846478201905,9.841589630262252,1.4512263489532256,0.7267722095907062,6.071786285491037,1,1588.4242730512651,1,MEDIUM,NORTH,EXPRESS,TRUCK,WH-002,5,0
CLI-0003140,2624.273485766485,77.95872170895412,-0.5771143218576906,51.30314839968865,-5.562749230144368,990.0,9.946405400653678,1.2357029926429917,0.4390579153623622,14.745209389921783,1,265.7335451092912,0,SMALL,CENTER,ECONOMY,TRUCK,WH-003,1,0
CLI-0003141,3561.8830115354235,362.3925532417034,96.14735931393461,66.18831271795543,74.16661887420922,835.5305958245738,4.578226264346194,2.435018058470215,0.8240061656409139,4.4250168983725455,1,,1,MEDIUM,CENTER,STANDARD,VAN,WH-003,1,1
CLI-0003142,4141.825962872282,451.41879153572876,103.64096380508185,66.55326212294787,82.28961873602142,855.6080846906268,3.232394773880481,7.458640547898517,0.8469758977143395,4.466710396517141,0,1535.5345256797343,1,MEDIUM,SOUTH,STANDARD,VAN,WH-001,4,1
CLI-0003143,1335.598596997323,-221.63387592585767,-23.678664737535957,126.85865502841725,-45.42871391238372,990.0,8.305703013941319,6.9705509101377965,0.39055390869060064,15.375295136129058,1,-363.8655872134674,0,SMALL,SOUTH,EXPRESS,TRUCK,WH-003,4,1
CLI-0003144,3897.8123050474296,395.81433327745214,97.81977553473885,73.71011553774517,71.94170840799498,858.8999516049483,5.359923390029628,6.596192702552202,0.8374107185440322,5.052423948328113,0,1489.8241303462144,1,MEDIUM,NORTH,ECONOMY,MOTORCYCLE,WH-003,5,0
CLI-0003145,2320.4157250773023,33.36779240609022,21.136189113379523,62.518334967376475,-7.818537269607848,990.0,5.951095816682669,5.368287824531065,0.6785439004510956,15.12815540181863,2,271.8894012942978,0,SMALL,CENTER,STANDARD,VAN,WH-003,3,1
CLI-0003146,2068.2398121723004,-50.24435228515773,3.1945443235672943,78.94315760784212,-15.376051561848364,990.0,7.35419322671663,9.062021949575557,0.7645207133240401,14.22510483119847,0,48.28042406411803,0,SMALL,SOUTH,ECONOMY,VAN,WH-004,5,0
CLI-0003147,2442.5227790394265,38.53084622221453,106.08289314157922,52.48874528977396,43.5037086803643,858.560375399269,6.788934381397214,3.299256945417699,0.9318946646595984,5.804557742226793,0,762.4767444065438,1,LARGE,SOUTH,STANDARD,TRUCK,WH-002,3,0
CLI-0003148,2253.284248705577,15.221928228375118,13.685226613785197,60.15849719394319,-7.012397838584174,990.0,6.77672082418983,6.22523030802312,0.7678830997884686,13.274745853890877,3,268.37073062225727,0,SMALL,NORTH,STANDARD,VAN,WH-004,3,1
CLI-0003149,2156.19028679667,53.03532453206472,105.12210395384363,58.424312790982185,44.642889257364764,834.6959646285807,4.78444513060692,8.595809803646482,0.47131085535885964,4.3747571798065,2,759.0180408876199,1,LARGE,NORTH,STANDARD,MOTORCYCLE,WH-003,2,1
CLI-0003150,2036.3144516785792,-55.18157977856025,105.3874422192783,76.19032700774189,30.486994321349258,855.318998578125,3.9616083539429,5.6253260307409905,0.6060635490560363,5.195557106200306,2,582.399183702996,1,LARGE,NORTH,STANDARD,TRUCK,WH-002,4,0
CLI-0003151,4491.313163593833,565.4884635685728,98.65940795533916,115.4806743982247,89.21244242328008,852.1555552836182,8.418492876509864,3.4677298990682126,0.9795433630460132,3.011564158783001,1,1766.5012472264373,1,MEDIUM,CENTER,ECONOMY,VAN,WH-001,5,1
CLI-0003152,10347.042421628494,-7.957967274841053,-12.62655451586799,58.93170626764629,-31.800072318663762,990.0,2.119829130457666,2.2721906154518785,0.7576845887117559,15.521115327347108,1,8.341706809418847,0,SMALL,CENTER,EXPRESS,MOTORCYCLE,WH-002,1,0
CLI-0003153,2000.6262684370963,-43.44594142562072,-4.173792967629691,60.867679824774996,-16.233824584547573,990.0,6.471035152528552,1.4002942732554389,0.8787151383830661,14.853156697386847,0,140.48685596224453,0,SMALL,NORTH,STANDARD,MOTORCYCLE,WH-003,3,0
CLI-0003154,4034.005768555527,496.05888062807554,107.34312635370947,88.53278305691686,89.45034282539822,824.2297450653379,4.943985449928702,6.80166586909342,0.7426844174004603,2.1392621101064146,1,1674.1760154842,1,MEDIUM,NORTH,ECONOMY,MOTORCYCLE,WH-004,4,1
CLI-0003155,1934.7344986735409,-82.27229519507084,-12.723308321519683,84.56749551670192,-28.14635445098842,990.0,,2.936808489928198,0.5764089968782578,15.614630045289129,0,-13.935716111764982,0,SMALL,NORTH,STANDARD,MOTORCYCLE,WH-002,1,0
CLI-0003156,1953.498089732588,-75.76575744288596,115.81747213025639,73.58930103601963,37.31736786566723,838.7917080090472,4.290920094210491,1.1671281028735918,0.708995719419079,1.6071061363686812,0,591.3440501470432,1,LARGE,NORTH,ECONOMY,TRUCK,WH-004,2,1
CLI-0003157,4021.070209016342,505.1051252805212,98.31354040840517,92.18403603453895,86.5069457769739,831.1033437544827,3.7510558285919764,7.8773919617779855,0.6416548068930585,5.777624631190168,1,1655.4178526448839,1,MEDIUM,CENTER,ECONOMY,VAN,WH-001,3,0
CLI-0003158,1809.5417819495485,-95.27732734330645,43.38488244557041,84.48549723915056,-3.930619348105497,977.3081214449746,8.521720947783859,5.172303030034705,0.6507340415294336,10.395247854070877,1,172.9690169012212,0,SMALL,CENTER,EXPRESS,MOTORCYCLE,WH-001,3,1
CLI-0003159,1588.180477888326,-148.8719013708796,108.84484210998968,101.7009787396964,23.009873536663022,836.3393559139927,4.781690477232131,3.093342765427515,0.7998477012452984,3.758113797273788,4,349.2304782139739,0,LARGE,CENTER,STANDARD,TRUCK,WH-004,4,0
CLI-0003160,2180.9427671416142,-2.7603412224666353,-3.4466582108823918,57.336301746257384,-18.686517492719886,990.0,9.870783429957157,4.931583807766853,0.808072644814095,16.00851311329785,1,135.42853202534735,0,SMALL,SOUTH,EXPRESS,VAN,WH-001,1,1
CLI-0003161,3625.6204149431383,329.65295976309045,106.33089001586241,41.70092973870055,66.97787692437763,850.8418170815228,7.695007757694206,2.7550988451597016,0.6260608816756276,3.756917259549552,1,1349.6932575386372,1,MEDIUM,NORTH,STANDARD,MOTORCYCLE,WH-001,4,0
CLI-0003162,3833.3807642473757,375.44013799675247,92.25044104219161,59.464832605896376,70.11218293559156,854.5710431337053,2.7782273543050353,4.1798541714444895,0.815057610844525,6.132245398241234,0,1422.564767634265,1,MEDIUM,NORTH,STANDARD,MOTORCYCLE,WH-001,1,1
CLI-0003163,1982.187399195299,-57.42910725641346,115.89505210312409,75.03591752772608,30.691925296272426,821.1923919141916,3.4225565156097018,4.840274831091125,0.9183244341859744,5.214911689621484,2,571.0393513688449,1,LARGE,SOUTH,ECONOMY,TRUCK,WH-003,5,1
CLI-0003164,1814.4458724479007,-126.06649331219175,39.989546406334256,90.63884364938653,-8.367929084464505,978.0752663080459,2.350748320072392,2.0192387113097823,0.7035810457096959,11.982781285191743,2,122.7505343665924,0,SMALL,NORTH,STANDARD,MOTORCYCLE,WH-004,5,0
CLI-0003165,1179.4565605399498,-268.2250237296626,-22.380006940422888,136.8919833907544,-49.00013204559604,990.0,2.6300989112443176,9.72981369327861,0.7824275679935666,15.44949681479726,2,-454.87026302211547,0,SMALL,SOUTH,EXPRESS,VAN,WH-002,2,0
CLI-0003166,1855.4755315725633,-35.95716419498311,3.2132320560400185,71.78468973029361,-22.049778305501178,990.0,6.707246788497946,4.096093271927634,0.735633217327604,15.715470629869502,1,44.855989413977376,0,SMALL,NORTH,STANDARD,TRUCK,WH-004,5,1
CLI-0003167,4254.61785720605,540.2735928846498,99.59908858477982,100.82104142886608,87.59286741664762,850.3082124580706,7.972797523795123,2.692105377135113,0.7904600003011781,3.537034290420327,2,1697.5860533347752,1,MEDIUM,CENTER,ECONOMY,VAN,WH-004,1,0
CLI-0003168,1383.8031794682113,-252.2163057771707,-1.8475286237684376,129.41946814811357,-41.47497257811596,990.0,6.436919930721207,8.101205951254359,0.37156167953050556,15.33302458969216,0,-326.0433097673145,0,SMALL,NORTH,ECONOMY,TRUCK,WH-001,4,1
CLI-0003169,1651.176213006084,-150.2443222189219,103.83390590347335,94.16810509237204,20.79856627988103,843.8257988676127,6.651084391066745,8.65827582016287,0.789023499582483,5.8391581393841365,1,383.37712811954697,0,LARGE,CENTER,STANDARD,MOTORCYCLE,WH-001,3,0
CLI-0003170,4663.391572654456,648.8110057393826,83.86143183011824,130.02167972436732,94.80645108665998,860.548334074603,6.405768505988912,3.6443425792867767,0.7848320895305034,7.217097794318368,2,1891.4530149866603,1,MEDIUM,NORTH,EXPRESS,MOTORCYCLE,WH-001,4,1
CLI-0003171,2092.2575392385916,3.7578120090335303,85.9843795140987,64.0411114326546,25.370207530152655,884.1768637347873,4.926271095810238,5.816628544876411,0.6444435672722113,6.362998557811822,2,550.1544801227324,0,LARGE,CENTER,ECONOMY,VAN,WH-001,3,1
CLI-0003172,4469.769235445298,586.3452530051827,94.84317347925067,104.68819123116553,95.78303758924199,843.4777291405617,8.613604270611493,8.773256342777731,0.7987448327420859,4.716282141211854,1,1849.1995781122582,1,MEDIUM,NORTH,ECONOMY,MOTORCYCLE,WH-003,3,1
CLI-0003173,2566.797784705526,81.2809384214805,5.09562379580365,50.28576077489837,-4.522094096204143,990.0,4.055899394613841,6.528257794696218,0.8845189977209126,13.279849073549078,1,332.4827399343016,0,SMALL,SOUTH,EXPRESS,VAN,WH-004,5,1
CLI-0003174,3788.2743730406273,403.52177673609623,91.00759980903486,63.0724976649505,74.87443903352546,870.3885558235748,2.2922950442703582,4.484330284671946,0.7038009017048834,4.363242826408485,1,1420.3072512658082,1,MEDIUM,SOUTH,ECONOMY,TRUCK,WH-001,2,0
CLI-0003175,4383.116180238013,487.25134741149895,83.96879368369244,87.04112619389444,79.07039697700341,874.2945118420703,,6.054460075989993,0.8376724402350466,6.996886721886287,1,1584.534474368185,1,MEDIUM,SOUTH,ECONOMY,TRUCK,WH-002,2,0
CLI-0003176,2167.8577326036443,-4.009463493575289,19.934166968868126,64.5432624591334,-7.886486284200013,990.0,5.45868517988998,1.2618837350594276,0.8179220850512379,13.899140978448912,1,215.57711453025456,0,SMALL,CENTER,STANDARD,MOTORCYCLE,WH-002,3,1
CLI-0003177,3484.219001392901,320.8784613408162,90.10828119628081,53.67875233006943,56.75335752782625,863.6951874486293,6.718929931663203,8.215195034504129,0.6701292128027461,6.082595903576674,1,1223.7562904947272,1,MEDIUM,CENTER,STANDARD,VAN,WH-002,3,1
CLI-0003178,2109.996639346866,-21.82847311682784,88.95947263211752,73.53338222725431,28.054897616701673,882.2583240474405,4.1731092773528315,4.456976029821511,0.7836138114261354,6.196792383900181,3,555.7383462988577,0,LARGE,SOUTH,EXPRESS,TRUCK,WH-002,3,0
CLI-0003179,4047.6015417768017,477.8803415529748,115.6817625448905,79.17555476727219,88.74211327068437,819.6302679190164,5.478955843952139,6.369275572426839,0.5557913539355996,2.802868894105024,1,1629.0108376617836,1,MEDIUM,NORTH,ECONOMY,TRUCK,WH-003,5,0
CLI-0003180,2158.353326845127,-44.77756664002643,-10.51209501891243,65.86332146589136,-21.090684486401855,990.0,,8.455946470230934,0.721073137632021,16.56514623101713,0,56.42380789508399,0,SMALL,CENTER,ECONOMY,VAN,WH-004,2,1
CLI-0003181,1404.7314587116741,-181.57654016915401,115.59714406801709,107.93635453759585,23.118295871727025,836.9459400136501,2.687599455274613,7.1082061552898645,0.7940229893137769,2.301258749099022,2,373.1904710669766,0,LARGE,NORTH,ECONOMY,MOTORCYCLE,WH-002,5,0
CLI-0003182,4469.870239936856,575.2053836876565,106.49240811295847,110.12674649095469,96.7317678366213,845.3971754827766,9.808303044085392,5.292199722549166,0.46627173010721823,3.9118651619764298,1,1812.7800170576731,1,MEDIUM,NORTH,STANDARD,MOTORCYCLE,WH-001,4,0
CLI-0003183,3655.2773226257236,394.3605600425978,105.68762510654307,60.74222949767297,85.11145040203198,828.3038938639859,6.408669672984334,9.152323664895185,0.5071129162447325,5.427397271456451,1,1510.4328862002621,1,MEDIUM,NORTH,ECONOMY,MOTORCYCLE,WH-001,3,0
CLI-0003184,1661.638682803948,-153.08146053974758,96.86065092230609,103.41641135104982,19.307990169215,866.5743820806565,9.55058464776769,5.880082950779312,0.9052768957010118,5.45584757057513,3,300.0917857331897,0,LARGE,NORTH,EXPRESS,TRUCK,WH-003,4,0
CLI-0003185,1740.305587260773,-128.59503997544786,8.741968386900055,98.11568654979071,-20.165003920134094,990.0,2.2538439608780374,7.0082923177190555,0.6587280506275973,13.532128225351526,2,-59.639334512767384,0,SMALL,CENTER,ECONOMY,VAN,WH-002,5,0
CLI-0003186,1285.5970688209322,-230.56570573772228,23.571948172396628,116.57220794760265,-22.849332472752554,990.0,8.984715404134029,7.7583948861264895,0.696954584220548,13.55187931499767,1,-167.76608149035866,0,SMALL,CENTER,EXPRESS,TRUCK,WH-001,2,0
CLI-0003187,2503.4113003965435,60.948658093165726,96.77814000710381,49.98416901147254,29.529139589525307,853.9993910795388,9.567103004015348,1.813257430066716,0.9405266471840156,6.329243436790468,0,646.5553738748937,1,LARGE,CENTER,EXPRESS,TRUCK,WH-002,2,1
CLI-0003188,1677.8037263200847,-123.83908346431863,-6.08402954217376,89.42428151858375,-24.898417088946275,990.0,4.4564195109324,9.539178241522738,0.8332559395323876,15.486350943047698,0,-54.88584888469402,0,SMALL,NORTH,EXPRESS,MOTORCYCLE,WH-001,4,0
CLI-0003189,4089.939296310333,455.64448523756965,107.8938767316069,69.00395459366243,82.58118605387749,832.672807922711,8.27482365997742,3.679917770277769,0.5720514146777002,4.120376148591239,1,1557.3040998518973,1,MEDIUM,NORTH,Express,MOTORCYCLE,WH-001,3,1
CLI-0003190,2444.085815450333,64.66427717407544,3.7786192422600884,57.57318220855963,-9.55227892945781,990.0,8.638912499542712,8.786795527179017,0.6954211130660517,14.454468702173353,3,295.90294098736354,0,SMALL,NORTH,STANDARD,TRUCK,WH-004,4,1
CLI-0003191,2169.4743331011728,-33.878105205007,114.82559505020762,72.90496692481466,38.84045275555049,818.2401666615157,9.729668520336746,1.9563419183147603,0.9263571712478543,2.898022349279357,2,693.1388852925743,1,LARGE,SOUTH,STANDARD,MOTORCYCLE,WH-002,1,0
CLI-0003192,2176.594404962573,-11.217867284570264,2.923962949090348,68.19427901990211,-9.35333599939067,990.0,8.602719576693907,1.3888335691707343,0.6563093944224881,14.648539569392579,0,188.0315087806396,0,SMALL,NORTH,EXPRESS,MOTORCYCLE,WH-003,3,1
CLI-0003193,2363.037761052283,15.427904079076132,2.0911190412646055,64.81863991970324,-16.705861913775063,990.0,8.701559231556407,3.977421976458698,0.8612763576622735,15.187682311952015,2,187.80198479999058,0,SMALL,SOUTH,STANDARD,MOTORCYCLE,WH-003,3,0
CLI-0003194,2639.9722511812083,111.44777871841455,19.36839335876587,50.57836597818929,0.4643812923442958,990.0,5.8094442616395865,1.4239410390340583,0.5873592798439367,14.053386017832322,1,408.75243634745914,0,SMALL,NORTH,EXPRESS,MOTORCYCLE,WH-004,1,1
CLI-0003195,2613.780797515074,49.89758882776277,-41.8031077287331,49.30741368842729,-26.435809379992936,990.0,5.27167525795978,3.6667348220643063,0.42141630891791787,19.455303862762822,1,105.52618297438525,0,SMALL,SOUTH,STANDARD,MOTORCYCLE,WH-001,2,1
CLI-0003196,2249.940827653026,-6.076996079608682,-0.3600839935958122,65.33402911335881,-20.284897265236328,990.0,8.071290635651494,8.413197676225792,0.6830616346492417,14.158929656481618,0,178.97446888643026,0,SMALL,CENTER,EXPRESS,MOTORCYCLE,WH-004,2,1
CLI-0003197,1932.505282858477,-81.23635074165664,115.68411311659482,83.63848994023789,29.37448391509151,830.5869635544213,3.320048602107221,9.29714512000523,0.8704217178792766,4.193123673175485,2,485.595550995843,0,LARGE,SOUTH,ECONOMY,VAN,WH-002,1,1
CLI-0003198,4108.682223071677,465.47067085546325,103.62879760597141,79.83338509744927,80.81380363086403,851.6584112244078,3.4739063905635206,5.203971667093372,0.3988344452819445,4.897742927170296,1,1573.8587583368858,1,MEDIUM,NORTH,ECONOMY,MOTORCYCLE,WH-001,5,0
