CustomerID,Recency,Frequency,Monetary
ID_118308,41,18,521924.0
ID_118194,49,19,519981.0
ID_105859,13,2,45329.0
ID_104338,7,4,48133.0
ID_108489,182,5,357675.0
ID_103156,4,3,32149.0
ID_100668,1,43,873208.0
ID_115944,76,23,584776.0
ID_110644,150,9,218538.0
ID_113597,153,3,265742.0
ID_110679,128,7,328272.0
ID_114931,158,9,332839.0
ID_119329,31,18,466568.0
ID_112066,183,5,379090.0
ID_119241,31,17,475713.0
ID_114493,136,9,317115.0
ID_103608,4,5,38932.0
ID_119011,38,23,531713.0
ID_107811,4,2,39668.0
ID_117511,37,18,579392.0
ID_112461,156,8,240160.0
ID_110201,145,7,307106.0
ID_103843,13,2,46541.0
ID_114647,138,5,312713.0
ID_108147,111,4,327891.0
ID_104691,2,4,31770.0
ID_105297,3,2,40054.0
ID_117387,43,13,529252.0
ID_115864,52,17,581033.0
ID_115749,19,19,483728.0
ID_107176,10,3,37887.0
ID_115043,40,13,634270.0
ID_105763,7,4,33981.0
ID_109144,140,5,261454.0
ID_113460,124,10,337183.0
ID_113747,147,5,340076.0
ID_101056,6,40,1121709.0
ID_109722,174,7,314388.0
ID_112166,244,8,237530.0
ID_106515,3,6,56987.0
ID_102394,9,36,991475.0
ID_100459,1,42,1126067.0
ID_117820,31,16,622095.0
ID_110445,150,5,337976.0
ID_114185,227,6,358361.0
ID_109375,149,3,348291.0
ID_118747,46,16,487103.0
ID_112663,131,6,295552.0
ID_112877,192,4,283367.0
ID_116058,31,18,577099.0
ID_105160,7,4,37755.0
ID_109357,150,9,344415.0
ID_104528,7,4,47309.0
ID_102157,2,35,931253.0
ID_112545,199,7,386208.0
ID_110286,176,6,320036.0
ID_109253,133,9,276424.0
ID_106164,10,2,37425.0
ID_103537,6,1,42033.0
ID_112138,121,6,329566.0
ID_104339,10,5,43483.0
ID_116162,63,24,446013.0
ID_105888,10,3,59065.0
ID_113437,166,8,270409.0
ID_113724,161,9,355167.0
ID_102746,4,40,1018769.0
ID_106153,1,3,34911.0
ID_115367,51,14,577860.0
ID_100102,2,33,895558.0
ID_105685,8,5,36500.0
ID_101661,3,48,827888.0
ID_114650,158,9,261049.0
ID_102684,2,32,1110908.0
ID_109412,149,5,193801.0
ID_107341,13,6,41647.0
ID_114525,181,6,254020.0
ID_119722,48,18,622674.0
ID_111716,157,7,297018.0
ID_115154,45,17,663176.0
ID_101694,2,36,1128001.0
ID_109199,179,9,261446.0
ID_101065,6,30,870310.0
ID_107305,1,3,26595.0
ID_112809,157,7,278630.0
ID_111731,164,5,320862.0
ID_116607,63,21,514709.0
ID_118519,45,17,499909.0
ID_115350,28,17,475738.0
ID_105250,10,3,30850.0
ID_103479,11,5,35141.0
ID_105749,9,10,42974.0
ID_117740,39,18,533630.0
ID_100720,12,37,1007819.0
ID_103965,8,1,43932.0
ID_100034,14,41,920224.0
ID_111562,181,4,313170.0
ID_113175,162,7,342305.0
ID_102358,4,34,906444.0
ID_111711,154,8,276569.0
ID_115159,49,17,449852.0
ID_108980,166,8,342571.0
ID_102893,5,44,818005.0
ID_102608,5,38,939993.0
ID_106292,11,3,42153.0
ID_100937,10,31,1033184.0
ID_100396,8,32,920426.0
ID_114540,175,3,320462.0
ID_117233,58,13,378080.0
ID_117416,65,11,707853.0
ID_115136,46,19,540393.0
ID_112531,143,6,349150.0
ID_102134,6,28,868915.0
ID_111651,187,4,304559.0
ID_115292,35,15,464378.0
ID_115364,66,20,577573.0
ID_107113,6,3,38286.0
ID_115396,55,20,538266.0
ID_110780,123,5,323694.0
ID_118839,62,23,676760.0
ID_103119,12,5,32448.0
ID_113720,127,7,313168.0
ID_105282,2,2,42140.0
ID_101210,3,29,1069201.0
ID_104104,12,2,32237.0
ID_117265,58,18,517586.0
ID_119948,48,18,518865.0
ID_101085,3,36,863195.0
ID_107888,8,4,48217.0
ID_108950,152,10,399471.0
ID_107591,12,5,38735.0
ID_106383,4,1,50210.0
ID_119697,61,12,651383.0
ID_110279,161,4,349868.0
ID_112059,147,5,374618.0
ID_110384,170,7,400166.0
ID_110829,195,4,323133.0
ID_117595,62,17,415335.0
ID_110319,203,8,303963.0
ID_109209,204,6,327504.0
ID_103379,12,4,38885.0
ID_102635,5,38,1011840.0
ID_110479,156,7,338322.0
ID_101458,1,36,1019174.0
ID_107922,2,4,36321.0
ID_101318,1,38,1114016.0
ID_101769,3,41,1081790.0
ID_113023,145,6,355908.0
ID_110569,183,3,280406.0
ID_111698,186,7,314920.0
ID_109004,168,2,304893.0
ID_108474,163,8,348937.0
ID_102583,3,34,1027511.0
ID_111827,117,5,314768.0
ID_103609,6,3,45435.0
ID_103334,12,3,47237.0
ID_116256,49,17,517858.0
ID_103562,13,3,47573.0
ID_116316,60,23,551681.0
ID_101475,5,41,1093542.0
ID_100130,3,54,842583.0
ID_109161,112,6,363164.0
ID_112711,176,9,303421.0
ID_105760,12,4,38834.0
ID_115625,49,26,426032.0
ID_112110,121,3,274494.0
ID_115574,43,21,484430.0
ID_113164,182,7,274580.0
ID_102751,5,36,1132086.0
ID_105106,9,4,47645.0
ID_109237,185,9,347970.0
ID_106779,13,3,45242.0
ID_107178,5,3,26276.0
ID_101825,4,41,1091015.0
ID_115972,50,21,520977.0
ID_109315,145,5,365057.0
ID_104010,12,5,51604.0
ID_100339,1,25,927112.0
ID_113754,133,3,295872.0
ID_104417,2,3,49053.0
ID_111320,151,7,308817.0
ID_115720,47,17,588329.0
ID_114244,175,12,346263.0
ID_114720,173,7,328149.0
ID_108138,134,6,323891.0
ID_104128,13,4,50050.0
ID_106741,12,3,38004.0
ID_117668,36,13,639738.0
ID_115462,48,20,595568.0
ID_102216,8,28,929381.0
ID_109000,190,10,310550.0
ID_102995,9,48,909994.0
ID_115120,22,14,633986.0
ID_112429,140,9,299955.0
ID_119061,45,14,502132.0
ID_111114,171,9,309454.0
ID_106503,6,4,45507.0
ID_119202,58,19,554462.0
ID_112334,166,10,356024.0
ID_109451,195,8,286583.0
ID_105083,12,1,32233.0
ID_112314,175,10,318145.0
ID_108478,190,3,280118.0
ID_115956,50,10,567897.0
ID_116231,58,17,521905.0
ID_109624,148,5,237004.0
ID_100655,1,41,914760.0
ID_118963,36,18,531436.0
ID_115418,28,19,465372.0
ID_102589,6,37,916821.0
ID_115402,51,19,624772.0
ID_105980,3,2,36031.0
ID_107826,10,1,45957.0
ID_103350,11,2,37665.0
ID_111733,153,4,417054.0
ID_108416,173,6,347566.0
ID_106087,12,3,40211.0
ID_103223,5,3,40957.0
ID_112883,139,7,322480.0
ID_112335,125,4,289205.0
ID_108365,136,9,285925.0
ID_111078,137,5,263129.0
ID_103615,1,2,38549.0
ID_117785,35,16,563984.0
ID_100449,1,35,774607.0
ID_114861,148,3,283527.0
ID_110044,145,7,231851.0
ID_111418,217,5,253598.0
ID_115618,64,20,538710.0
ID_106407,3,2,38371.0
ID_108696,132,5,377806.0
ID_119474,26,27,548396.0
ID_111076,158,3,284897.0
ID_105815,12,4,32788.0
ID_100535,12,40,1091990.0
ID_109234,171,6,308418.0
ID_114620,198,4,285295.0
ID_105426,6,4,34709.0
ID_111020,196,5,275297.0
ID_102425,10,31,946820.0
ID_101836,1,34,901323.0
ID_110354,145,10,325021.0
ID_104742,4,2,51557.0
ID_110463,168,4,351301.0
ID_107463,9,2,35744.0
ID_117298,62,21,671927.0
ID_103463,6,4,56469.0
ID_114634,105,6,376828.0
ID_102680,2,41,1081512.0
ID_110119,152,3,231438.0
ID_106373,6,3,38542.0
ID_101890,1,33,873854.0
ID_101038,1,33,1020121.0
ID_117604,49,15,600984.0
ID_112557,162,4,423376.0
ID_104073,9,1,48696.0
ID_107442,10,3,55969.0
ID_109999,167,4,285801.0
ID_101870,7,36,866076.0
ID_115196,38,13,386873.0
ID_105894,12,3,55798.0
ID_103728,3,1,48816.0
ID_108958,148,5,303431.0
ID_107671,12,1,58625.0
ID_105999,2,2,33379.0
ID_105751,7,1,50563.0
ID_101688,4,38,956630.0
ID_106836,6,3,49252.0
ID_106536,10,1,49908.0
ID_104842,5,3,46840.0
ID_115844,61,25,514404.0
ID_100196,6,50,877617.0
ID_100518,18,46,896214.0
ID_110581,159,7,327079.0
ID_113320,183,7,301827.0
ID_110790,169,5,347926.0
ID_116939,48,15,468722.0
ID_100841,5,32,789835.0
ID_109507,147,2,280039.0
ID_110482,158,7,347084.0
ID_105174,11,4,36609.0
ID_119946,57,15,571499.0
ID_114469,158,7,278052.0
ID_107608,5,2,41036.0
ID_111264,157,5,323008.0
ID_114020,169,6,327381.0
ID_118601,42,21,603978.0
ID_119263,33,16,514873.0
ID_107097,1,2,34981.0
ID_112596,122,9,323830.0
ID_100454,1,41,1037353.0
ID_118086,43,13,335414.0
ID_118220,60,20,531189.0
ID_102862,13,40,1114811.0
ID_117392,41,17,620411.0
ID_103852,6,2,33206.0
ID_114004,149,9,373592.0
ID_100182,11,43,990231.0
ID_115127,61,16,629017.0
ID_118772,49,16,538408.0
ID_113418,182,9,255502.0
ID_102522,2,35,825817.0
ID_116260,51,19,416076.0
ID_104982,5,4,43854.0
ID_116568,37,19,550663.0
ID_119446,52,14,642029.0
ID_100099,1,33,796454.0
ID_111032,158,6,280087.0
ID_110484,116,3,267458.0
ID_115049,59,27,508630.0
ID_110928,161,4,275731.0
ID_118500,17,25,550629.0
ID_112008,187,3,334574.0
ID_118417,41,21,595777.0
ID_119621,26,18,437603.0
ID_116481,45,16,513447.0
ID_109188,185,3,264520.0
ID_115006,49,23,527211.0
ID_104741,2,3,42703.0
ID_101707,1,52,921745.0
ID_100254,1,38,1059466.0
ID_113544,139,7,300403.0
ID_108441,148,10,275126.0
ID_101302,1,36,967681.0
ID_114441,169,3,257826.0
ID_115076,58,18,556312.0
ID_119382,55,22,662136.0
ID_106918,11,2,53301.0
ID_108454,111,3,255414.0
ID_104625,8,3,51904.0
ID_103930,1,2,43643.0
ID_107180,9,4,42036.0
ID_119845,49,15,489742.0
ID_108825,234,6,198068.0
ID_100933,3,34,966017.0
ID_100259,1,33,1080491.0
ID_119080,60,18,518920.0
ID_115874,23,18,503504.0
ID_109090,124,10,296334.0
ID_102518,5,34,1126371.0
ID_119853,36,22,487566.0
ID_101373,3,38,1014828.0
ID_119878,64,23,537967.0
ID_104048,10,3,46806.0
ID_106350,12,3,30221.0
ID_108043,199,6,298916.0
ID_114595,166,8,287655.0
ID_102009,3,29,1037389.0
ID_107806,4,5,40204.0
ID_119836,46,18,459772.0
ID_111341,135,7,334066.0
ID_103950,7,2,40970.0
ID_109815,186,6,259318.0
ID_116445,21,14,473222.0
ID_102912,6,49,983360.0
ID_116191,50,18,517742.0
ID_102874,7,39,900407.0
ID_108306,126,6,319544.0
ID_101037,6,37,1065196.0
ID_102704,6,31,984390.0
ID_108108,180,6,327576.0
ID_108568,233,2,391536.0
ID_109575,169,5,279210.0
ID_113572,194,6,323687.0
ID_109349,170,4,252361.0
ID_111844,149,6,330351.0
ID_114985,136,5,307686.0
ID_109655,136,7,277514.0
ID_115554,30,24,557086.0
ID_115053,54,17,580653.0
ID_110611,132,7,328806.0
ID_113163,197,4,319064.0
ID_111859,148,4,360125.0
ID_113345,180,8,359073.0
ID_115506,40,23,456195.0
ID_101540,5,37,1032803.0
ID_115678,30,17,513192.0
ID_102697,2,34,927314.0
ID_102286,15,52,1083216.0
ID_104788,7,3,45680.0
ID_116030,47,18,602410.0
ID_118931,45,13,528019.0
ID_113692,149,2,297478.0
ID_117513,63,15,506777.0
ID_106808,2,4,40293.0
ID_119028,41,25,501045.0
ID_108710,169,4,272411.0
ID_113904,180,8,252670.0
ID_119515,62,11,507867.0
ID_111832,135,8,378254.0
ID_115280,40,19,464736.0
ID_110346,126,9,231104.0
ID_105163,3,3,46613.0
ID_101333,23,36,964632.0
ID_105716,12,3,34793.0
ID_114169,145,4,349866.0
ID_110008,203,6,239619.0
ID_115194,42,19,600620.0
ID_101984,1,34,790157.0
ID_104731,8,2,46326.0
ID_102435,2,39,880161.0
ID_109483,217,5,345392.0
ID_110256,167,6,305778.0
ID_119349,27,18,621580.0
ID_112846,141,6,324217.0
ID_107801,5,2,47165.0
ID_103920,9,3,40559.0
ID_114059,127,8,344525.0
ID_109605,139,6,260671.0
ID_105363,6,4,52418.0
ID_107562,2,2,37502.0
ID_109877,106,6,351629.0
ID_119141,50,15,466229.0
ID_102813,1,33,953561.0
ID_107497,4,4,41644.0
ID_100536,8,31,938668.0
ID_117951,47,22,567804.0
ID_101139,4,30,1002058.0
ID_104116,2,6,46674.0
ID_106095,7,4,54516.0
ID_116116,50,18,536263.0
ID_117873,46,22,459147.0
ID_100617,2,41,914978.0
ID_101310,1,32,989192.0
ID_115104,48,16,611933.0
ID_117023,62,14,555170.0
ID_103251,10,4,32682.0
ID_103547,1,2,32599.0
ID_118641,64,15,732881.0
ID_111758,174,5,340874.0
ID_106627,2,2,42547.0
ID_115466,54,19,509628.0
ID_105000,4,4,45033.0
ID_107716,6,6,43013.0
ID_107719,8,6,48111.0
ID_107800,1,4,44356.0
ID_110104,172,4,234145.0
ID_118339,38,15,546316.0
ID_101121,13,47,1006022.0
ID_102656,7,41,986250.0
ID_103478,5,2,37325.0
ID_108673,193,6,311875.0
ID_117126,33,18,508418.0
ID_116527,51,21,463203.0
ID_107033,11,6,36551.0
ID_111467,195,4,287692.0
ID_119987,72,18,649716.0
ID_103526,2,3,46955.0
ID_101835,5,37,1003840.0
ID_108345,166,7,357489.0
ID_116464,35,22,536036.0
ID_109671,114,4,271812.0
ID_101042,2,39,814269.0
ID_109317,191,3,239270.0
ID_115702,61,17,506347.0
ID_100982,1,34,978165.0
ID_109545,171,7,307311.0
ID_104404,1,5,39675.0
ID_118465,27,14,638024.0
ID_118854,51,14,562752.0
ID_111800,189,6,270404.0
ID_119163,51,18,531560.0
ID_100377,1,42,860927.0
ID_100357,4,31,1002424.0
ID_112622,175,7,293768.0
ID_119742,47,7,566560.0
ID_113295,153,6,282279.0
ID_107912,5,5,43440.0
ID_113214,164,7,290493.0
ID_109871,82,8,300222.0
ID_117961,53,19,530534.0
ID_116621,63,18,616351.0
ID_102234,5,37,853417.0
ID_119187,45,19,514166.0
ID_114464,120,2,364105.0
ID_112222,165,5,284562.0
ID_119899,50,24,527457.0
ID_115731,37,12,542465.0
ID_108614,104,7,285335.0
ID_107784,12,4,35465.0
ID_117847,67,13,590407.0
ID_105485,10,3,49318.0
ID_107223,4,3,40546.0
ID_104548,6,4,39109.0
ID_118932,58,15,615001.0
ID_102718,8,38,830819.0
ID_105847,10,4,56830.0
ID_101256,1,37,1149788.0
ID_102640,2,42,943180.0
ID_102652,2,41,1044376.0
ID_107125,13,1,51713.0
ID_104413,5,3,38497.0
ID_108753,139,7,312046.0
ID_109163,191,6,349189.0
ID_101336,1,43,1037878.0
ID_100113,7,41,1064099.0
ID_115495,63,15,560796.0
ID_116666,69,17,584716.0
ID_109159,166,2,225851.0
ID_113483,151,6,310134.0
ID_117757,49,26,541339.0
ID_113104,221,5,338141.0
ID_118326,50,15,642440.0
ID_112762,187,4,265505.0
ID_104345,11,2,45545.0
ID_107049,9,5,42629.0
ID_100380,1,37,1129544.0
ID_104843,13,3,45443.0
ID_115141,54,29,530776.0
ID_116367,32,22,630153.0
ID_119283,61,10,629206.0
ID_111103,166,6,286710.0
ID_100135,2,36,1138141.0
ID_110419,149,5,262275.0
ID_110958,194,4,303161.0
ID_112076,191,5,310478.0
ID_114754,167,6,391376.0
ID_111614,148,4,131481.0
ID_105678,7,3,26380.0
ID_111665,153,5,257789.0
ID_107289,10,3,34629.0
ID_102087,5,43,924599.0
ID_109811,135,3,318489.0
ID_106473,9,3,40353.0
ID_118966,74,11,608449.0
ID_103997,5,5,29834.0
ID_110087,206,7,317270.0
ID_114497,114,3,321894.0
ID_104356,3,4,51201.0
ID_119905,46,19,463868.0
ID_103288,13,3,37799.0
ID_109249,178,5,372474.0
ID_100425,4,41,998521.0
ID_118009,55,19,460844.0
ID_118611,45,17,529385.0
ID_119298,45,18,748313.0
ID_110895,187,8,303218.0
ID_105508,1,2,49615.0
ID_116490,25,14,616944.0
ID_107425,10,2,43932.0
ID_107087,4,3,41905.0
ID_110149,212,10,259868.0
ID_106977,9,6,34013.0
ID_107535,13,2,44058.0
ID_103214,2,4,48154.0
ID_109025,135,6,321371.0
ID_101833,6,36,957332.0
ID_103658,10,2,59134.0
ID_114061,147,8,353757.0
ID_116375,53,27,512895.0
ID_118493,53,18,465938.0
ID_115180,50,15,525390.0
ID_109541,177,3,224963.0
ID_112724,183,3,249800.0
ID_107488,10,2,38517.0
ID_114517,166,6,249739.0
ID_108413,188,5,282341.0
ID_106510,13,2,37823.0
ID_100653,6,33,1061665.0
ID_108030,158,5,277867.0
ID_112038,105,4,278124.0
ID_103234,2,2,40222.0
ID_115568,54,13,414508.0
ID_102726,1,29,940820.0
ID_101113,4,40,986119.0
ID_112137,121,7,321128.0
ID_113563,166,4,355674.0
ID_100373,5,47,841470.0
ID_102099,3,41,1157099.0
ID_107134,5,2,33672.0
ID_102993,3,30,959870.0
ID_108170,116,9,292795.0
ID_101275,1,38,1017224.0
ID_110254,191,5,291890.0
ID_104304,1,4,47097.0
ID_109750,163,7,289251.0
ID_108260,176,8,291716.0
ID_109432,135,7,369667.0
ID_102132,4,45,1001493.0
ID_116601,56,12,457384.0
ID_116845,40,14,570701.0
ID_113928,135,5,321487.0
ID_117702,62,17,501771.0
ID_109066,150,4,251338.0
ID_109668,165,4,298182.0
ID_106114,3,4,42988.0
ID_110764,159,2,295680.0
ID_113525,206,5,364617.0
ID_105638,5,4,50359.0
ID_100862,3,37,1024014.0
ID_107294,8,2,46444.0
ID_112111,184,3,329279.0
ID_110039,172,5,224110.0
ID_107177,8,2,41661.0
ID_101720,1,41,1100613.0
ID_111686,146,5,353904.0
ID_108318,184,3,258115.0
ID_115900,55,24,579458.0
ID_118538,55,21,552782.0
ID_106390,1,2,38272.0
ID_100638,2,32,876574.0
ID_112636,158,5,359218.0
ID_104132,1,1,38746.0
ID_100566,2,39,765700.0
ID_109530,143,8,321080.0
ID_116074,41,9,693751.0
ID_111450,174,8,276277.0
ID_101305,9,30,885260.0
ID_119104,36,16,474698.0
ID_104303,4,3,45989.0
ID_108373,150,5,307808.0
ID_113243,174,4,370037.0
ID_114557,137,6,373208.0
ID_114800,153,6,345867.0
ID_110819,196,9,324165.0
ID_110957,175,9,282023.0
ID_108304,204,6,333808.0
ID_113375,197,5,270089.0
ID_113337,161,8,264262.0
ID_101795,1,43,1072768.0
ID_108031,160,8,271136.0
ID_110470,142,3,307811.0
ID_101964,4,25,1139056.0
ID_102629,2,34,922952.0
ID_108087,166,5,286499.0
ID_114320,141,4,314190.0
ID_111099,167,10,294807.0
ID_117638,49,14,471298.0
ID_108233,138,11,268211.0
ID_118849,65,17,442311.0
ID_105610,9,1,56484.0
ID_106244,3,3,49976.0
ID_112526,187,8,272371.0
ID_106415,3,2,58234.0
ID_111009,150,7,291631.0
ID_106006,9,2,25384.0
ID_102543,4,42,836116.0
ID_103884,6,4,25580.0
ID_106013,12,1,44023.0
ID_102275,4,37,980877.0
ID_108463,182,6,304531.0
ID_110575,138,4,350592.0
ID_100420,7,38,919500.0
ID_100284,4,39,1167537.0
ID_100998,13,39,1012467.0
ID_117967,51,18,542344.0
ID_103181,2,3,40251.0
ID_106369,10,3,46928.0
ID_116248,49,17,565930.0
ID_118007,48,23,526585.0
ID_103834,12,4,33101.0
ID_118286,35,24,465996.0
ID_103245,1,3,44384.0
ID_104281,5,1,29638.0
ID_111809,185,5,320664.0
ID_118317,65,13,484396.0
ID_108922,221,4,242953.0
ID_112498,170,6,337947.0
ID_108375,107,4,310728.0
ID_117750,45,19,541469.0
ID_109042,141,6,267588.0
ID_105418,1,6,49320.0
ID_117900,56,21,485628.0
ID_116228,43,24,581194.0
ID_112597,180,9,325064.0
ID_113555,139,3,360194.0
ID_100682,1,33,976716.0
ID_106029,9,4,41576.0
ID_112470,159,5,366627.0
ID_100150,10,40,1055122.0
ID_119408,43,13,562226.0
ID_105564,12,4,55555.0
ID_103411,5,2,40671.0
ID_108294,170,9,375215.0
ID_114877,115,8,293504.0
ID_114836,138,3,288800.0
ID_108528,181,7,344749.0
ID_109147,170,5,258329.0
ID_116830,56,20,520849.0
ID_105458,12,3,38239.0
ID_106138,8,4,39944.0
ID_104436,1,2,37786.0
ID_114819,196,2,283399.0
ID_104315,11,6,33205.0
ID_115112,56,25,531269.0
ID_102661,9,28,892586.0
ID_117551,39,18,625167.0
ID_113024,192,8,228354.0
ID_113863,135,4,284016.0
ID_103788,8,2,35861.0
ID_116134,33,15,563132.0
ID_101276,2,30,981912.0
ID_116330,43,14,531230.0
ID_105905,1,2,34978.0
ID_105115,2,8,39264.0
ID_112692,149,12,353819.0
ID_100116,7,37,962695.0
ID_116268,40,21,586015.0
ID_117629,34,16,571539.0
ID_118769,56,17,508366.0
ID_111724,175,4,352994.0
ID_101112,2,44,1037524.0
ID_117398,33,18,455472.0
ID_119674,73,17,516572.0
ID_115809,54,20,608549.0
ID_119560,44,17,518914.0
ID_118584,56,14,588978.0
ID_103651,13,1,62536.0
ID_108336,196,9,264056.0
ID_101255,3,39,797032.0
ID_103684,12,1,67059.0
ID_114024,139,5,298898.0
ID_115431,48,8,552478.0
ID_118984,40,24,567869.0
ID_113691,178,8,303547.0
ID_102481,9,32,914997.0
ID_107858,4,1,40266.0
ID_107711,10,4,47162.0
ID_110156,152,5,399286.0
ID_117405,44,7,635116.0
ID_100829,3,30,1048362.0
ID_117544,65,23,581780.0
ID_101602,2,38,937215.0
ID_116862,35,13,610987.0
ID_103058,11,2,35148.0
ID_114737,184,7,338600.0
ID_110823,128,10,325766.0
ID_116049,74,17,524371.0
ID_115949,48,11,437360.0
ID_105259,1,4,46979.0
ID_110461,178,5,270366.0
ID_111906,190,6,328174.0
ID_109363,165,4,312781.0
ID_117870,47,13,420204.0
ID_113963,203,5,317361.0
ID_116956,63,13,547828.0
ID_101921,1,35,911377.0
ID_111075,210,5,274516.0
ID_110778,201,5,378292.0
ID_109520,162,5,247158.0
ID_111318,82,8,339270.0
ID_112231,136,5,396072.0
ID_107596,7,5,49256.0
ID_115345,56,18,663935.0
ID_103851,3,3,36497.0
ID_103938,6,2,28266.0
ID_113864,179,7,301505.0
ID_104496,7,3,39283.0
ID_114156,158,7,397474.0
ID_107889,12,1,48199.0
ID_114718,94,3,295474.0
ID_114336,156,8,238861.0
ID_106535,12,4,47852.0
ID_103607,12,4,37007.0
ID_113895,156,9,335359.0
ID_101320,2,32,925424.0
ID_112752,153,7,328147.0
ID_117280,51,16,555615.0
ID_113539,142,6,319571.0
ID_100168,1,43,672056.0
ID_118389,43,15,470712.0
ID_112499,110,8,263846.0
ID_117645,44,23,558837.0
ID_113349,190,7,273424.0
ID_112780,157,4,354088.0
ID_114064,176,5,256148.0
ID_100398,6,29,966084.0
ID_106027,13,2,38033.0
ID_105865,9,2,32925.0
ID_100149,2,47,1063393.0
ID_103069,3,3,44802.0
ID_116254,72,17,484023.0
ID_100094,6,32,976359.0
ID_117435,42,21,598102.0
ID_113577,137,4,308592.0
ID_111958,135,3,277816.0
ID_113334,155,9,322485.0
ID_106067,2,2,39583.0
ID_112818,161,4,352972.0
ID_101496,4,33,941648.0
ID_106660,1,1,42682.0
ID_113251,127,7,307641.0
ID_106871,9,2,45010.0
ID_112215,153,7,314977.0
ID_107861,4,2,49675.0
ID_107144,13,5,34314.0
ID_117786,40,18,556446.0
ID_118602,50,21,426670.0
ID_103746,11,1,46964.0
ID_112243,178,8,385003.0
ID_116966,28,19,627969.0
ID_109194,170,3,286021.0
ID_119309,51,16,557279.0
ID_119479,46,18,547087.0
ID_101929,1,46,1151145.0
ID_112830,155,5,337531.0
ID_110439,209,4,310430.0
ID_114998,173,3,295466.0
ID_101967,2,33,812804.0
ID_109781,131,6,273300.0
ID_113252,184,8,320327.0
ID_101634,11,50,1027681.0
ID_108784,143,3,378352.0
ID_106613,13,1,49064.0
ID_110739,226,2,273612.0
ID_107708,11,2,55659.0
ID_119500,37,16,515925.0
ID_115879,31,11,564289.0
ID_111139,122,8,346290.0
ID_109352,192,7,364211.0
ID_101479,3,48,975721.0
ID_107913,6,3,39518.0
ID_107336,2,6,29088.0
ID_101498,2,32,752848.0
ID_118383,56,17,602658.0
ID_108900,166,6,362149.0
ID_115895,63,19,552023.0
ID_112616,167,5,240250.0
ID_105719,3,1,35939.0
ID_112288,148,5,246895.0
ID_101332,2,38,982951.0
ID_107270,8,2,55333.0
ID_113845,176,4,392480.0
ID_113165,126,3,343110.0
ID_102688,3,40,926968.0
ID_101714,1,47,980207.0
ID_117588,39,13,576900.0
ID_110613,105,8,249875.0
ID_115075,33,15,523706.0
ID_111195,137,10,257713.0
ID_115353,44,19,516847.0
ID_117388,47,15,533950.0
ID_103855,11,2,29359.0
ID_116426,53,21,502113.0
ID_104113,6,4,40710.0
ID_108225,166,2,289505.0
ID_114863,113,9,247824.0
ID_102715,2,40,839590.0
ID_111370,95,4,316139.0
ID_100316,3,41,985369.0
ID_106978,5,3,41009.0
ID_115519,32,15,567568.0
ID_118485,35,12,520769.0
ID_119630,29,14,629659.0
ID_115609,55,26,568853.0
ID_107007,5,8,41542.0
ID_102818,1,35,1116406.0
ID_105500,11,5,33501.0
ID_100950,4,39,1004394.0
ID_111333,154,6,316389.0
ID_104602,1,2,38820.0
ID_112303,155,5,260550.0
ID_100030,4,35,843019.0
ID_106903,11,4,60541.0
ID_101639,11,31,1044314.0
ID_106417,3,4,51169.0
ID_107976,9,3,59359.0
ID_114405,170,8,299469.0
ID_104456,11,3,24082.0
ID_111828,120,9,257356.0
ID_115481,51,20,640040.0
ID_116891,26,19,453089.0
ID_106113,2,4,60044.0
ID_106357,2,4,40336.0
ID_101965,4,39,894412.0
ID_117386,59,18,561134.0
ID_101584,18,38,887581.0
ID_102025,2,44,950272.0
ID_118782,45,16,559708.0
ID_109617,145,7,297255.0
ID_113846,167,5,334122.0
ID_119694,50,16,493327.0
ID_115882,39,18,445087.0
ID_114576,169,1,320433.0
ID_118045,48,23,582336.0
ID_102928,6,38,873891.0
ID_118457,46,25,572545.0
ID_111322,136,6,346822.0
ID_108483,215,9,246792.0
ID_118398,43,22,519895.0
ID_114063,164,14,320774.0
ID_118496,29,16,462483.0
ID_119751,40,16,540003.0
ID_101593,1,30,1124841.0
ID_109659,183,6,333792.0
ID_106532,9,1,39699.0
ID_100700,4,32,869053.0
ID_113644,135,6,297195.0
ID_115425,40,13,591141.0
ID_109128,174,5,391299.0
ID_114808,145,7,319491.0
ID_106198,12,4,26155.0
ID_103995,3,3,44835.0
ID_107471,11,2,38387.0
ID_101314,3,33,904243.0
ID_108739,34,6,282548.0
ID_100764,1,36,947383.0
ID_117733,65,11,678303.0
ID_104342,10,1,41636.0
ID_105952,13,2,44158.0
ID_107319,11,2,48448.0
ID_112548,189,3,274731.0
ID_109835,139,7,241745.0
ID_113988,141,5,409632.0
ID_100038,5,36,877361.0
ID_103613,1,2,46301.0
ID_101455,11,45,803332.0
ID_115110,60,26,626478.0
ID_113343,113,4,244917.0
ID_108139,101,5,333382.0
ID_102894,1,42,900691.0
ID_113253,185,11,287759.0
ID_107781,2,5,31339.0
ID_105625,3,1,57969.0
ID_118269,65,17,474373.0
ID_116918,20,17,537221.0
ID_101053,7,44,945128.0
ID_113695,173,5,361994.0
ID_110333,174,8,337023.0
ID_114867,155,7,297472.0
ID_113961,153,2,303031.0
ID_112550,141,7,315520.0
ID_106145,9,1,45718.0
ID_105948,10,2,55172.0
ID_102807,1,39,1142009.0
ID_114157,199,7,272630.0
ID_107556,10,3,45652.0
ID_113898,184,4,335842.0
ID_100304,6,35,962166.0
